title,location,company,salary
Healthcare Data Science Manager,Dallas,Accenture,137500.0
"Sr Manager, Data Science",Irving,7-Eleven,129500.0
Rapid Prototyping - Data Science - Manager,Dallas,PwC,133500.0
Azure Infrastructure Architect,Dallas,Quisitive,142000.0
Security Incident Response Engineer – Marcus – Trust & Tech...,Richardson,Goldman Sachs,128000.0
Senior Product Manager,Dallas,Givelify,122500.0
Staff Mechanical Engineer (Mission Critical),Dallas,Burns & McDonnell,85000.0
Senior Front-end Developer,Dallas,Ansira,102500.0
Staff Electrical Engineer - Mission Critical Facilities,Dallas,Burns & McDonnell,80500.0
Azure Application Architect,Dallas,Quisitive,169000.0
Data Scientist,Dallas,AustinCSI,125000.0
Data Scientist (2 years),Dallas,AustinCSI,100500.0
Data Scientist,Dallas,Tiger Analytics,127500.0
Data Scientist,Dallas,Invitae,114000.0
Data Scientist,Dallas-Fort Worth,DFW International Airport,96500.0
Data Scientist,Dallas,Antuit,111000.0
Marketing Data Scientist,Plano,Funnel Science,95000.0
Data Scientist- Corporate,Plano,Aimbridge Hospitality,93000.0
Azure Infrastructure Architect (IaaS),Dallas-Fort Worth,Quisitive,148500.0
Data Solutions Architect,Dallas,Pivotal Software,165500.0
Data Quality Statistical Analyst,Phoenix,U.S. District Court - District of Arizona,59832.5
COMPUTER SCIENTIST,Phoenix,US Department of the Navy,98797.0
Industrial Engineer - Data Scientist,Tempe,ViaSat,114000.0
OPERATIONS RESEARCH,Phoenix,US Department of the Navy,98797.0
MATHEMATICIAN,Phoenix,US Department of the Navy,98797.0
GENERAL PHYSICAL SCIENTIST,Phoenix,US Department of the Navy,67085.5
Physicist,Phoenix,US Department of the Navy,98797.0
Big Data Solutions Architect,Mesa,ClearScale,134000.0
SOFTWARE ENGINEER,Scottsdale,SYSTEMS ONCOLOGY,87500.0
Backend Engineer,Phoenix,Radius AI,117500.0
Senior Data Science Engineer,Tempe,Carvana,125000.0
Sr. Software Engineer,Scottsdale,CipherLoc Corporation,122000.0
"Data Specialist, Arches",Los Angeles,The J. Paul Getty Trust,61868.5
"Analyst, Data & Research",Los Angeles,Los Angeles Homeless Services Authority,61029.5
Data Scientist – Organizational Performance,Rosemead,Southern California Edison,141000.0
Scientist Global Data Science & Analytics,Sylmar,Abbott Laboratories,133500.0
Data Scientist,Santa Monica,GoodRx,140000.0
Data Scientist - Machine Learning,Glendale,Beyond Limits,139000.0
"Data Scientist, Workforce Analytics",Burbank,Time Warner,120500.0
Data Scientist,Santa Monica,VideoAmp,145000.0
"Software Engineer, Research Application Development",Los Angeles,The J. Paul Getty Trust,84642.0
Associate Data Scientist,El Segundo,The Aerospace Corporation,121500.0
"Software Developer, ETL",Pasadena,Spokeo,125000.0
Information Security Data Scientist,Los Angeles,Creative Arts Agency (CAA),148500.0
Data Scientist,Los Angeles,Internet Brands,153500.0
Data Science Manager,Los Angeles,Modcloth,164500.0
"Director, Machine Learning Data Scientist",Los Angeles,KPMG,153000.0
Software Architect,Los Angeles,The J. Paul Getty Trust,139120.5
Healthcare Payer Data Scientist Manager,El Segundo,Accenture,146500.0
Software Engineer Sr,Los Angeles,The J. Paul Getty Trust,99877.0
Software Engineer – Big Data,Glendale,Beyond Limits,130000.0
"CHIEF RESEARCH ANALYST, BEHAVIORAL SCIENCES",Los Angeles,Los Angeles County Department of Human Resources,89637.5
Financial Analyst - Mid Level,El Segundo,BOEING,79500.0
Engineer Digital 2/3,Woodland Hills,Northrop Grumman,112500.0
Data Science Machine Learning Lead,El Segundo,Booz Allen Hamilton,137500.0
"Database Administrator, Big Data",Los Angeles,Conversant Media,127500.0
Space Systems - Senior Level Space Engineer,El Segundo,Raytheon,103500.0
Platform Architect 2/3,El Segundo,The Aerospace Corporation,162500.0
Radar Signal Processing Engineer,Torrance,Garrett Advancing Motion,109000.0
Software Engineer,El Segundo,The Aerospace Corporation,126000.0
Senior Finance Analyst,Brea,Beckman Coulter - Diagnostics,92000.0
Acoustic Programs Systems Engineer - Early Career,Huntington Beach,BOEING,96000.0
Senior Financial Analyst,Brea,Beckman Coulter - Diagnostics,87500.0
Senior Software Analysis Engineer,El Segundo,The Aerospace Corporation,150000.0
Signal Processing Geolocation Engineer,El Segundo,The Aerospace Corporation,129000.0
Civil Engineer (Hydraulics/Hydrologic),Los Angeles,US Department of the Army,97504.5
Senior Software Engineer - Search & Discovery Team,Santa Monica,Fair,134500.0
Mid-Level Satellite Flight Systems Engineer,El Segundo,BOEING,136500.0
Software Engineer - Junior,Huntington Beach,BOEING,103500.0
Detector Engineering Project Engineer II (664737),Los Angeles,Ball Aerospace,108500.0
Mid-Level Systems Engineer - Ground Systems,El Segundo,BOEING,121500.0
Senior Front-end Software Engineer,Los Angeles,Smarkets,144500.0
Embedded Systems Engineer,El Segundo,The Aerospace Corporation,118000.0
Space Vehicle Flight Systems Engineer,El Segundo,BOEING,130500.0
Senior C++ Software Engineer,Los Angeles,Virgin Hyperloop One,127500.0
Experienced Power Systems Engineer,El Segundo,BOEING,127500.0
"Senior Backend Engineer, DSP",Santa Monica,VideoAmp,139000.0
Mid-Level Power Systems Engineer,El Segundo,BOEING,118500.0
Senior Financial Analyst – North America Commercial Service,Brea,Beckman Coulter - Diagnostics,91000.0
Software Engineer II,El Segundo,Raytheon,98500.0
Java Developer,El Segundo,The Aerospace Corporation,118500.0
Senior Full-Stack Engineer - VideoAmp platform,Santa Monica,VideoAmp,129000.0
Data Scientist Intern,Los Angeles,Contend,115000.0
Embedded Security Engineer,El Segundo,The Aerospace Corporation,112500.0
Software Engineer - Sr. MTS/Eng. Spec.,El Segundo,The Aerospace Corporation,150500.0
Senior Postdoctoral Research Fellow - Translational Molecula...,Santa Monica,Providence Health & Services,59000.0
Data Scientist,Santa Monica,Roku,134500.0
Legal Research/Data Analyst,Los Angeles,Legalmation,70000.0
Data Scientist - LA,Los Angeles,CruiTek,160000.0
Data Analyst,Los Angeles,Shapestone Inc.,87500.0
Data Scientist - Platform,Los Angeles,Inspire,150000.0
Research Analyst,Los Angeles,CJ America,80000.0
Postdoc Researcher in Machine Learning for Materials,Los Angeles,University of California Los Angeles,53358.0
Senior Statistical Analyst,Los Angeles,Los Angeles Unified School District,105550.0
Associate Account Manager - Client Services,Los Angeles,TrueData,47500.0
Software Engineers (Classified Projects) FEATURED,Pasadena,Galaxy Tek Hires,137000.0
Solutions Architect,Los Angeles,STRIVR,140000.0
Front-end Developer,Los Angeles,Nexleaf Analytics,111500.0
Senior Software Engineer,Los Angeles,Conversion Logic,147500.0
STEAM Instructor,Anaheim,GOALS Academy Charter School,75000.0
Senior DevOps Engineer,Santa Monica,PlayQ,127000.0
Senior Backend Engineer - Trust & Safety,Los Angeles,Tinder,181000.0
Data Scientist,Atlanta,Equifax,94500.0
Data Scientist/Machine Learning Trainee,Atlanta,Norfolk Southern Corp,129500.0
Data Scientist,Atlanta,Time Warner,111000.0
Health Scientist,Atlanta,Centers for Disease Control and Prevention,107273.0
Data Scientist – People Analytics - USDC,Atlanta,Deloitte,100000.0
Data Scientist,Atlanta,Intercontinental Exchange,108500.0
Data Scientist,Atlanta,Avanade,92500.0
Data Scientist,Atlanta,OM Partners,106000.0
"Data Scientist, Online",Atlanta,The Home Depot,122500.0
Research Systems Analyst,Atlanta,State Farm,72500.0
Data Scientist and Computer Engineer,Norcross,Finastra,130000.0
Data Scientist,Atlanta,The Home Depot,122500.0
System Optimization Data Scientist,Atlanta,UCB,123500.0
Data Scientist,Atlanta,Deloitte,103000.0
Data Scientist II,Atlanta,Cox Automotive,136000.0
"Data Scientist (PYTHON, HADOOP)",Johns Creek,SoftVision - TAMS,130000.0
"Associate Manager, Data Scientist (Procurement)",Atlanta,Newell Brands,117500.0
Business Manager I,Atlanta,Georgia State University,42552.0
"The Carter Center: Prospect Research Analyst, Development, M...",Atlanta,Emory University,54000.0
Data Science Lead - Product Analytics,Atlanta,UserTesting,131000.0
Senior Staff Software Engineer,Atlanta,SUPPLY.com,104000.0
Senior Level Software Developer - CIPHER,Smyrna,Georgia Tech Research Institute,115000.0
Mid - Senior Level Software Developer,Atlanta,Georgia Tech Research Institute,108000.0
"Signal and Systems Exploitation, Radar and Radar Systems Eng...",Smyrna,Georgia Tech Research Institute,79000.0
Electrical Engineering Intern,Atlanta,Burns & McDonnell,87500.0
Development Security Operations Engineer - ICL,Atlanta,Georgia Tech Research Institute,115000.0
Data Scientist for AI Platform,Atlanta,"DecisionIQ, Inc.",110000.0
Data Scientist,Atlanta,Roadie,120500.0
Data Scientist Architect,Alpharetta,Agreeya Solutions,117500.0
030: Data Engineer - Consulting,Atlanta,Dataspace,175000.0
Cloud Data Engineer,Atlanta,Cloudreach,130500.0
Statistical Quantitative Analyst (SAS Experience Required),Roswell,Microf,67500.0
"Front End Engineer, Connect",Atlanta,Loyal,98000.0
Data Scientist,Houston,McDermott,123000.0
Research Data Scientist,Houston,ExxonMobil,123500.0
Data Scientist,Houston,CGG,114000.0
Data Scientist (EG),Houston,Pros.,115000.0
"Staff Data Scientist-Houston, TX",Houston,Baker Hughes,104500.0
Data Scientist,Houston,TGS,120000.0
Data Scientist,Houston,Sysco,106000.0
"Data Scientist, Revenue Management 1",Houston,Sysco,107000.0
Data Scientist / Software Developer,Houston,Tessella,130000.0
Data Scientist-Pricing,Houston,Invesco,118500.0
Healthcare Data Science Consultant,Houston,Accenture,144500.0
Financial Analyst -Heart Center Research,Houston,Houston Methodist,69000.0
RESEARCH SCIENTIST - DR. KAPIL N. BHALLA'S LABORATORY,Houston,MD Anderson Cancer Center,66500.0
Healthcare Data Science Manager,Houston,Accenture,145000.0
Research Associate,Houston,Baylor College of Medicine,60000.0
"Sr Threat Hunting Analyst/Security Data Scientist - Houston,...",Houston,Shell,113500.0
"AST, Crew Station Systems",Houston,US National Aeronautics and Space Administration,114577.5
Telco/Media-Anaytics & Cognitive Data Scientist/Senior Manag...,Houston,Deloitte,120500.0
"Medical Lab Scientist, Lab Services - Victory Lakes Patholog...",League City,UTMB,67000.0
"Sr Software Engineer - Houston, TX",Houston,General Electric,122000.0
"Engineer, Software",Houston,Universities Space Research Association,102000.0
INSTITUTE SENIOR RESEARCH SCIENTIST - TRANSLATIONAL IN-VIVO...,Houston,MD Anderson Cancer Center,140000.0
Java Developer,Houston,Baylor College of Medicine,106820.0
Postdoctoral Associate,Houston,Baylor College of Medicine,55000.0
Flow Cytometry Specialist II,Houston,Baylor College of Medicine,70000.0
MELANOMA MEDICAL ONCOLOGY- RESEARCH NURSE,Houston,MD Anderson Cancer Center,81500.0
Front-End Developer (React),Houston,Expero,113500.0
Full Stack Software Engineer,Houston,Arundo Analytics,126000.0
Software Engineer - UI Focus,Houston,Arundo Analytics,90000.0
DevOps Specialist - Platform Team,Houston,MRI Technologies,120000.0
DevOps Engineer,Houston,Arundo Analytics,109000.0
Research Engineering/ Scientist Assistant,Austin,University of Texas at Austin,23184.0
Senior Research Scientist,Austin,University of Texas at Austin,140000.0
"Research Engineering/ Scientist Assistant, Brumback/Howard l...",Austin,University of Texas at Austin,28000.0
Research Scientist,Austin,University of Texas at Austin,125000.0
R&D Acoustics Engineering Scientist,Austin,University of Texas at Austin,105998.0
Data Scientist,Austin,Cubic Corporation,114000.0
Research Associate - Quantitative Analyst Modeler,Austin,University of Texas at Austin,75000.0
"Research Engineering Scientist Associate II, Department of N...",Austin,University of Texas at Austin,50000.0
"Research Engineering Scientist Associate IV, Neurology",Austin,University of Texas at Austin,47484.0
Research Integrity Coordinator,Austin,University of Texas at Austin,50000.0
Senior Research Software Engineer (Engineering Scientist),Austin,University of Texas at Austin,80000.0
R&D Embedded Design Engineering Scientist,Austin,University of Texas at Austin,105998.0
Software Engineer Associate,Austin,University of Texas at Austin,75000.0
Software Engineer,Austin,KLA-Tencor,111500.0
Data Scientist,Austin,KUNGFU.AI,120000.0
Data Scientist,Austin,Data Quantist,111500.0
Data Engineer,Austin,Suited,110000.0
Data Scientist,Austin,"ScaleFactor, Inc.",93000.0
Data Scientist,Austin,Cloudflare,120000.0
Data Scientist,Austin,Chisholm Financial Labs,102500.0
DATA SCIENTIST,Austin,Authors.me,96500.0
Data Scientist,Austin,REX Homes,108500.0
Applied Machine Learning Engineer,Austin,Alegion,165000.0
Development Director (nonprofit),Austin,NumFOCUS,82500.0
Sr. Biomedical Algorithm Engineer,Austin,LVL Technologies,120000.0
Backend Engineer (Javascript),Austin,Suited,110000.0
Senior Full Stack Engineer Python/Java,Austin,Novi Labs,125000.0
Senior Software Engineer – Machine Learning,Austin,Victory,126000.0
Senior Software Engineer - SparkPredict,Austin,SparkCognition,124000.0
Lead Front End Engineer,Austin,Novi Labs,114000.0
Sr. Software Developer,Austin,RightPlace Consulting,104000.0
